support,itemsets
1.0,"frozenset({'Total Revenue', 'Order ID', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Order ID', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Units Sold'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Total Profit', 'Ship Date', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Ship Date'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Ship Date'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Total Cost'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Total Profit', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Total Profit', 'Unit Cost', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Total Profit', 'Units Sold'})"
1.0,"frozenset({'Total Profit', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Unit Cost'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Total Cost'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Priority', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Date', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Order ID', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Ship Date', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Country', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Unit Cost', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Cost', 'Country', 'Region', 'Item Type'})"
1.0,"frozenset({'Country', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Country', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Date', 'Country', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Country', 'Region', 'Order ID'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Country', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Country', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Country', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Unit Cost', 'Country', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Total Revenue', 'Country', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Sales Channel', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Order Date', 'Order Priority', 'Country', 'Region'})"
1.0,"frozenset({'Order Priority', 'Country', 'Region', 'Order ID'})"
1.0,"frozenset({'Order Priority', 'Country', 'Region', 'Ship Date'})"
1.0,"frozenset({'Order Priority', 'Country', 'Region', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Order Priority', 'Country', 'Region'})"
1.0,"frozenset({'Order Priority', 'Unit Cost', 'Country', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Country', 'Region'})"
1.0,"frozenset({'Order Priority', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Priority', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Order Date', 'Country', 'Region', 'Order ID'})"
1.0,"frozenset({'Order Date', 'Country', 'Region', 'Ship Date'})"
1.0,"frozenset({'Order Date', 'Country', 'Region', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Order Date', 'Country', 'Region'})"
1.0,"frozenset({'Order Date', 'Unit Cost', 'Country', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Country', 'Region'})"
1.0,"frozenset({'Order Date', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Date', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Country', 'Region', 'Order ID'})"
1.0,"frozenset({'Country', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Country', 'Region', 'Order ID'})"
1.0,"frozenset({'Unit Cost', 'Country', 'Region', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Country', 'Region', 'Order ID'})"
1.0,"frozenset({'Order ID', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Country', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Country', 'Region', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Country', 'Region', 'Ship Date'})"
1.0,"frozenset({'Unit Cost', 'Country', 'Region', 'Ship Date'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Country', 'Region'})"
1.0,"frozenset({'Ship Date', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Ship Date', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Country', 'Region', 'Units Sold'})"
1.0,"frozenset({'Unit Cost', 'Country', 'Region', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Country', 'Region', 'Units Sold'})"
1.0,"frozenset({'Country', 'Region', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Units Sold', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Country', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Country', 'Region'})"
1.0,"frozenset({'Unit Price', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Unit Price', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Country', 'Region'})"
1.0,"frozenset({'Unit Cost', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Unit Cost', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Country', 'Region', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Country', 'Region', 'Total Profit'})"
1.0,"frozenset({'Country', 'Region', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Region', 'Item Type'})"
1.0,"frozenset({'Sales Channel', 'Order Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Sales Channel', 'Order ID', 'Region', 'Item Type'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Sales Channel', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Region', 'Item Type'})"
1.0,"frozenset({'Sales Channel', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Region', 'Item Type'})"
1.0,"frozenset({'Sales Channel', 'Total Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Sales Channel', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Order Priority', 'Order Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Order ID', 'Order Priority', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Priority', 'Ship Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Priority', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Unit Price', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Priority', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Priority', 'Region', 'Item Type', 'Total Cost'})"
1.0,"frozenset({'Order Priority', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Order ID', 'Order Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Ship Date', 'Order Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Date', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Order Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Date', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Cost', 'Order Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Order Date', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Order ID', 'Ship Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Order ID', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Order ID', 'Unit Price', 'Region', 'Item Type'})"
1.0,"frozenset({'Order ID', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Order ID', 'Region', 'Item Type'})"
1.0,"frozenset({'Order ID', 'Total Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Order ID', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Ship Date', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Cost', 'Ship Date', 'Region', 'Item Type'})"
1.0,"frozenset({'Ship Date', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Total Cost', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Total Profit', 'Region', 'Item Type', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Region', 'Item Type'})"
1.0,"frozenset({'Unit Price', 'Region', 'Item Type', 'Total Cost'})"
1.0,"frozenset({'Unit Price', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Cost', 'Unit Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Total Cost', 'Region', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Cost', 'Region', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Order Date', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Region', 'Order ID'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Ship Date', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Unit Price', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Order Priority', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Region', 'Total Cost'})"
1.0,"frozenset({'Sales Channel', 'Order Priority', 'Region', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Order Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Order Date', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Order Date', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Date', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Order Date', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Order Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Sales Channel', 'Order Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Sales Channel', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Region', 'Order ID'})"
1.0,"frozenset({'Sales Channel', 'Unit Cost', 'Region', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Region', 'Order ID'})"
1.0,"frozenset({'Sales Channel', 'Order ID', 'Region', 'Total Cost'})"
1.0,"frozenset({'Sales Channel', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Ship Date', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Ship Date', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Sales Channel', 'Ship Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Unit Cost', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Total Revenue', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Region', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Total Profit', 'Region', 'Units Sold'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Total Revenue', 'Unit Price', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Region', 'Total Cost'})"
1.0,"frozenset({'Sales Channel', 'Unit Price', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Sales Channel', 'Unit Cost', 'Region', 'Total Cost'})"
1.0,"frozenset({'Sales Channel', 'Unit Cost', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Region', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Sales Channel', 'Region', 'Total Profit'})"
1.0,"frozenset({'Sales Channel', 'Region', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Order Priority', 'Order Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Order Priority', 'Order Date', 'Region', 'Ship Date'})"
1.0,"frozenset({'Order Priority', 'Order Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Unit Price', 'Order Date', 'Region'})"
1.0,"frozenset({'Order Date', 'Order Priority', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Order Date', 'Region'})"
1.0,"frozenset({'Order Priority', 'Order Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Priority', 'Order Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Order Priority', 'Ship Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Order Priority', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Unit Price', 'Region', 'Order ID'})"
1.0,"frozenset({'Order Priority', 'Unit Cost', 'Region', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Region', 'Order ID'})"
1.0,"frozenset({'Order ID', 'Order Priority', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Priority', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Order Priority', 'Ship Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Unit Price', 'Ship Date', 'Region'})"
1.0,"frozenset({'Order Priority', 'Unit Cost', 'Region', 'Ship Date'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Ship Date', 'Region'})"
1.0,"frozenset({'Order Priority', 'Ship Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Priority', 'Ship Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Order Priority', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Unit Cost', 'Region', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Region', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Total Profit', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Priority', 'Unit Price', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Unit Price', 'Region'})"
1.0,"frozenset({'Order Priority', 'Unit Price', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Priority', 'Unit Price', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Order Priority', 'Unit Cost', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Priority', 'Unit Cost', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Region', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Order Priority', 'Region', 'Total Profit'})"
1.0,"frozenset({'Order Priority', 'Region', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Order Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Order Date', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Order Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Order Date', 'Unit Cost', 'Region', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Order ID', 'Order Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Date', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Order Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Order Date', 'Region', 'Ship Date'})"
1.0,"frozenset({'Order Date', 'Unit Cost', 'Region', 'Ship Date'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Order Date', 'Region'})"
1.0,"frozenset({'Ship Date', 'Order Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Ship Date', 'Order Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Order Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Date', 'Unit Cost', 'Region', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Date', 'Region', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Order Date', 'Total Profit', 'Region', 'Units Sold'})"
1.0,"frozenset({'Order Date', 'Unit Price', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Order Date', 'Region'})"
1.0,"frozenset({'Unit Price', 'Order Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Unit Price', 'Order Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Order Date', 'Unit Cost', 'Region', 'Total Cost'})"
1.0,"frozenset({'Order Date', 'Unit Cost', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Order Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Order Date', 'Region', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Ship Date', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Ship Date', 'Unit Cost', 'Region', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Order ID'})"
1.0,"frozenset({'Order ID', 'Ship Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Ship Date', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Order ID', 'Region', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Total Profit', 'Region', 'Order ID', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Region', 'Order ID'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Region', 'Order ID'})"
1.0,"frozenset({'Order ID', 'Unit Price', 'Region', 'Total Cost'})"
1.0,"frozenset({'Unit Price', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order ID'})"
1.0,"frozenset({'Order ID', 'Unit Cost', 'Region', 'Total Cost'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Order ID', 'Region', 'Total Cost'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Order ID', 'Region', 'Total Cost', 'Total Profit'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Ship Date', 'Unit Cost', 'Region', 'Units Sold'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Region', 'Units Sold'})"
1.0,"frozenset({'Ship Date', 'Region', 'Total Cost', 'Units Sold'})"
1.0,"frozenset({'Ship Date', 'Total Profit', 'Region', 'Units Sold'})"
1.0,"frozenset({'Unit Price', 'Unit Cost', 'Region', 'Ship Date'})"
1.0,"frozenset({'Total Revenue', 'Unit Price', 'Ship Date', 'Region'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Region', 'Total Cost'})"
1.0,"frozenset({'Unit Price', 'Ship Date', 'Region', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Unit Cost', 'Region'})"
1.0,"frozenset({'Ship Date', 'Unit Cost', 'Region', 'Total Cost'})"
